Rank on List,Ethnicity,Gender,Race,Project Type,VI Score,Household Type
170,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household without Children
171,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,7,Household without Children
172,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,14,Household without Children
173,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,11,Household without Children
174,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,10,Household without Children
175,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,8,Household without Children
176,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,8,Household without Children
177,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,11,Household without Children
178,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,9,Household without Children
179,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,7,Household without Children
180,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,#N/A,Household without Children
181,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,7,Household without Children
182,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household without Children
183,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,5,Household without Children
184,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household without Children
185,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,14,Household without Children
186,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,12,Household without Children
187,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household without Children
188,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household without Children
189,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,6,Household without Children
190,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,6,Household without Children
191,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,5,Household without Children
192,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,4,Household without Children
193,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
194,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,10,Household without Children
195,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,7,Household without Children
196,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,11,Household without Children
197,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household without Children
198,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household without Children
199,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,11,Household without Children
200,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,2,Household without Children
201,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,13,Household without Children
202,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
203,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,3,Household without Children
204,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,15,Household without Children
205,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,11,Household without Children
206,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,9,Household without Children
207,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,2,Household without Children
208,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,1,Household without Children
209,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,11,Household without Children
210,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,9,Household without Children
211,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,9,Household without Children
212,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,10,Household without Children
213,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,8,Household without Children
214,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household without Children
215,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
216,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
217,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
218,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,13,Household without Children
219,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,9,Household without Children
220,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household without Children
221,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household without Children
222,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,7,Household without Children
223,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household without Children
224,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,3,Household without Children
225,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,13,Household without Children
226,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,14,Household without Children
227,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,9,Household without Children
228,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,9,Household without Children
229,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,15,Household without Children
230,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,13,Household without Children
231,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,13,Household without Children
232,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,#N/A,Household without Children
233,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,12,Household without Children
234,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,11,Household without Children
235,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,11,Household without Children
236,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,10,Household without Children
237,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,10,Household without Children
238,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,9,Household without Children
239,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household without Children
240,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
241,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
242,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,10,Household without Children
243,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,12,Household without Children
244,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,13,Household without Children
245,Hispanic/Latin(a)(o)(x),Other gender,White,PSH,11,Household without Children
246,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,6,Household without Children
247,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,#N/A,Household without Children
248,Non-Hispanic/Non-Latin(a)(o)(x),Transgender,White,PSH,10,Household without Children
249,Hispanic/Latin(a)(o)(x),Male,White,PSH,8,Household without Children
250,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household without Children
251,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,8,Household without Children
252,Non-Hispanic/Non-Latin(a)(o)(x),Male,Asian or Asian American,PSH,6,Household without Children
253,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
254,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,7,Household without Children
255,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,6,Household without Children
256,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
257,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,12,Household without Children
258,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,9,Household without Children
259,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,8,Household without Children
260,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household without Children
261,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,7,Household without Children
262,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,6,Household without Children
263,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
264,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,14,Household without Children
265,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,13,Household without Children
266,Hispanic/Latin(a)(o)(x),Male,Multi-Racial,PSH,#N/A,Household without Children
267,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,10,Household without Children
268,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,5,Household without Children
269,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
270,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household without Children
271,Non-Hispanic/Non-Latin(a)(o)(x),Other gender,White,PSH,4,Household without Children
272,Hispanic/Latin(a)(o)(x),Male,"Black, African American, or African",PSH,5,Household without Children
273,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,8,Household without Children
274,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,11,Household without Children
275,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,15,Household without Children
276,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,14,Household without Children
277,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,11,Household without Children
278,Hispanic/Latin(a)(o)(x),Female,White,PSH,12,Household without Children
279,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
280,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,12,Household without Children
281,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,9,Household without Children
282,Hispanic/Latin(a)(o)(x),Male,White,PSH,8,Household without Children
283,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,6,Household without Children
284,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
285,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,11,Household without Children
286,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,6,Household without Children
287,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,7,Household without Children
288,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,8,Household without Children
289,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
290,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household without Children
291,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
292,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,6,Household without Children
293,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,12,Household without Children
294,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household without Children
295,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,7,Household without Children
296,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
297,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
298,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household without Children
299,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,5,Household without Children
300,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household without Children
301,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,6,Household without Children
302,Hispanic/Latin(a)(o)(x),Female,Multi-Racial,PSH,9,Household without Children
303,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,13,Household without Children
304,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,13,Household without Children
305,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,11,Household without Children
306,Client refused,Female,White,PSH,9,Household without Children
307,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,9,Household without Children
308,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,7,Household without Children
309,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
310,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,3,Household without Children
311,Hispanic/Latin(a)(o)(x),Male,White,PSH,2,Household without Children
312,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,6,Household without Children
313,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
314,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,10,Household without Children
315,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,7,Household without Children
316,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,6,Household without Children
317,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,12,Household without Children
318,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,12,Household without Children
319,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,11,Household without Children
320,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,10,Household without Children
321,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,10,Household without Children
322,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,10,Household without Children
323,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,9,Household without Children
324,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,7,Household without Children
325,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,6,Household without Children
326,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
327,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,5,Household without Children
328,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
329,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
330,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,10,Household without Children
331,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,2,Household without Children
332,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household without Children
333,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,7,Household without Children
334,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
335,Hispanic/Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,6,Household without Children
336,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,12,Household without Children
337,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,12,Household without Children
338,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,11,Household without Children
339,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,10,Household without Children
340,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,9,Household without Children
341,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,9,Household without Children
342,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,9,Household without Children
343,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,7,Household without Children
344,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,6,Household without Children
345,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,6,Household without Children
346,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,5,Household without Children
347,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,5,Household without Children
348,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
349,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
350,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household without Children
351,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,10,Household without Children
352,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household without Children
353,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,10,Household without Children
354,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,14,Household without Children
355,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,15,Household without Children
356,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,15,Household without Children
357,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,13,Household without Children
358,Non-Hispanic/Non-Latin(a)(o)(x),Transgender,White,PSH,11,Household without Children
359,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,#N/A,Household without Children
360,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,10,Household without Children
361,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,5,Household without Children
362,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
363,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
364,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,16,Household without Children
365,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,12,Household without Children
366,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,11,Household without Children
367,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,9,Household without Children
368,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,9,Household without Children
369,Hispanic/Latin(a)(o)(x),Male,White,PSH,9,Household without Children
370,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,9,Household without Children
371,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,14,Household without Children
